"bluestock_fintech_—_nifty_100__|__balance_sheet__|__1,312_records",unnamed:_1,unnamed:_2,unnamed:_3,unnamed:_4,unnamed:_5,unnamed:_6,unnamed:_7,unnamed:_8,unnamed:_9,unnamed:_10,unnamed:_11,unnamed:_12
id,company_id,year,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets
866,NTPC,Mar 2021,9697,116042,210208,62075,398022,203245,97506,10589,86681,398022
867,NTPC,Mar 2022,9697,125677,210707,69751,415831,224923,91126,10626,89156,415831
868,NTPC,Mar 2023,9697,137326,222913,77253,447189,240424,89179,13935,103651,447189
869,NTPC,Mar 2024,9697,151013,237131,81437,479278,258934,87664,15885,116795,479278
870,NTPC,Sep 2024,9697,158575,242009,81950,492230,259252,95612,16500,120866,492230
871,NHPC,Mar 2013,12301,17494,20340,12226,62361,23537,19962,1447,17415,62361
872,NHPC,Mar 2014,11071,17175,20819,12362,61427,29587,14924,1273,15643,61427
873,NHPC,Mar 2015,11071,19687,20584,10094,61436,27916,16378,1020,16123,61436
874,NHPC,Mar 2016,11071,20572,19938,11242,62823,22610,16742,606,22866,62823
875,NHPC,Mar 2017,10259,18756,19227,11946,60187,22227,17588,1020,19352,60187
876,NHPC,Mar 2018,10259,19782,18602,14290,62933,21201,19087,1125,21520,62933
877,NHPC,Mar 2019,10045,20753,19066,16870,66734,24977,15037,1283,25437,66734
878,NHPC,Mar 2020,10045,21336,23226,16669,71277,24402,17180,1398,28297,71277
879,NHPC,Mar 2021,10045,23008,23365,16717,73136,21993,19167,1842,30133,73136
880,NHPC,Mar 2022,10045,24876,26096,16271,77288,21825,22522,2386,30554,77288
881,NHPC,Mar 2023,10045,26916,29540,19710,86211,22137,31357,499,32218,86211
882,NHPC,Mar 2024,10045,28657,32561,22034,93297,21474,39831,479,31513,93297
883,NHPC,Sep 2024,10045,30104,34210,23322,97681,21286,44386,499,31511,97681
884,NESTLEIND,Dec 2013,96,2272,1189,2756,6314,3369,295,851,1799,6314
885,NESTLEIND,Dec 2014,96,2741,20,2963,5820,3177,245,812,1586,5820
886,NESTLEIND,Dec 2015,96,2721,18,3251,6086,2898,231,1325,1633,6086
887,NESTLEIND,Dec 2016,96,3186,33,3495,6810,2730,188,1756,2136,6810
888,NESTLEIND,Dec 2017,96,3324,35,3907,7363,2616,94,1979,2673,7363
889,NESTLEIND,Dec 2018,96,3577,35,4379,8088,2401,105,2658,2924,8088
890,NESTLEIND,Dec 2019,96,1822,189,5065,7173,2341,143,1751,2937,7173
891,NESTLEIND,Dec 2020,96,1923,147,5733,7900,2179,639,1464,3618,7900
892,NESTLEIND,Dec 2021,96,1850,266,6021,8234,2995,246,774,4219,8234
893,NESTLEIND,Dec 2022,96,2363,271,6249,8979,3044,358,778,4799,8979
894,NESTLEIND,Dec 2023,96,2363,271,6249,8979,3044,358,778,4799,8979
895,NESTLEIND,Mar 2024,96,3244,345,6838,10523,3460,1742,464,4857,10523
896,NESTLEIND,Sep 2024,96,3894,370,6747,11108,3925,2340,786,4057,11108
897,NAUKRI,Mar 2013,109,499,1,216,825,152,10,261,402,825
898,NAUKRI,Mar 2014,109,563,1,387,1060,149,10,538,363,1060
899,NAUKRI,Mar 2015,120,1295,1,801,2217,576,12,1175,455,2217
900,NAUKRI,Mar 2016,121,1422,1,382,1925,82,0,568,1276,1925
901,NAUKRI,Mar 2017,121,1471,1,459,2053,157,1,551,1343,2053
902,NAUKRI,Mar 2018,122,1923,1,550,2596,88,0,1565,943,2596
903,NAUKRI,Mar 2019,122,2421,1,646,3189,88,2,1204,1895,3189
904,NAUKRI,Mar 2020,122,2073,77,621,2893,242,0,1133,1518,2893
905,NAUKRI,Mar 2021,129,5267,65,831,6292,134,0,2324,3834,6292
906,NAUKRI,Mar 2022,129,17113,64,3177,20483,1033,0,15614,3836,20483
907,NAUKRI,Mar 2023,129,13269,108,3153,16658,801,4,12403,3450,16658
908,NAUKRI,Mar 2024,129,30133,246,5581,36089,810,0,31203,4077,36089
909,NAUKRI,Sep 2024,129,41659,256,8141,50186,811,0,45320,4055,50186
910,MOTHERSON,Mar 2013,59,2230,4904,5546,12739,5277,386,72,7005,12739
911,MOTHERSON,Mar 2014,88,2871,4840,7445,15244,5919,647,75,8603,15244
912,MOTHERSON,Mar 2015,88,3236,5131,8971,17425,6129,956,65,10276,17425
913,MOTHERSON,Mar 2016,132,4265,6069,9199,19665,7147,1397,590,10531,19665
914,MOTHERSON,Mar 2017,140,8132,10349,13322,31944,12193,1935,474,17343,31944
915,MOTHERSON,Mar 2018,210,9674,10374,16716,36974,14712,2585,792,18885,36974
916,MOTHERSON,Mar 2019,316,10647,11534,20257,42754,18423,1067,855,22409,42754
917,MOTHERSON,Mar 2020,316,10945,13136,20636,45033,20750,852,796,22635,45033
918,MOTHERSON,Mar 2021,316,12245,11930,23258,47749,20099,877,846,25926,47749
919,MOTHERSON,Mar 2022,452,20136,14130,21008,55726,21411,1310,6462,26543,55726
920,MOTHERSON,Mar 2023,678,21774,13792,25086,61330,23147,1478,6290,30415,61330
921,MOTHERSON,Mar 2024,678,25477,19922,38101,84178,30122,2498,6521,45037,84178
922,MOTHERSON,Sep 2024,704,31930,25417,39828,97879,32455,2693,6615,56115,97879
923,MARUTI,Mar 2013,151,18877,1569,6920,27517,10022,1966,7421,8107,27517
924,MARUTI,Mar 2014,151,21345,2004,7975,31476,11034,2640,10527,7275,31476
925,MARUTI,Mar 2015,151,24167,666,9492,34477,12490,1890,13298,6800,34477
926,MARUTI,Mar 2016,151,30465,231,11879,42726,12530,1007,20676,8513,42726
927,MARUTI,Mar 2017,151,36924,484,14402,51960,13311,1252,29151,8247,51960
928,MARUTI,Mar 2018,151,42408,121,17568,60248,13389,2132,36123,8604,60248
929,MARUTI,Mar 2019,151,46941,160,16717,63969,15437,1607,37504,9421,63969
930,MARUTI,Mar 2020,151,49262,184,14031,63628,15744,1415,37488,8980,63628
931,MARUTI,Mar 2021,151,52350,541,18335,71376,14989,1497,42945,11946,71376
932,MARUTI,Mar 2022,151,55182,426,18896,74656,13747,2936,42035,15937,74656
933,MARUTI,Mar 2023,157,74443,1248,24258,100106,27941,4143,49184,18837,100106
934,MARUTI,Mar 2024,157,85479,119,29550,115304,27865,7735,57296,22408,115304
935,MARUTI,Sep 2024,157,88969,158,32412,121696,29337,8303,57820,26237,121696
936,M&M,Mar 2013,295,19666,28711,27460,76131,18307,1631,6440,49752,76131
937,M&M,Mar 2014,295,23012,35167,29415,87889,18381,2191,8082,59234,87889
938,M&M,Mar 2015,296,25561,37911,30608,94376,19047,3032,10027,62270,94376
939,M&M,Mar 2016,270,26222,41553,31806,99852,20585,2371,11603,65293,99852
940,M&M,Mar 2017,311,29467,48762,35296,113835,20989,4279,14662,73905,113835
941,M&M,Mar 2018,543,36232,55898,43696,136369,26182,4269,16018,89900,136369
942,M&M,Mar 2019,544,39439,70848,51057,161889,28983,4760,18268,109878,161889
943,M&M,Mar 2020,554,39415,82092,43655,165716,29689,6856,19210,109960,165716
944,M&M,Mar 2021,555,41027,80625,42762,164968,21380,7873,28778,106938,164968
945,M&M,Mar 2022,556,46567,77605,47661,172388,26018,6703,30060,109607,172388
946,M&M,Mar 2023,557,55809,92247,55670,204283,27140,3969,35272,137902,204283
947,M&M,Mar 2024,557,65633,108647,59884,234722,28129,8039,35208,163345,234722
948,M&M,Sep 2024,558,69944,116844,67934,255280,35328,4544,34411,180997,255280
949,LTIM,Mar 2013,16,1323,234,756,2328,699,142,49,1438,2328
950,LTIM,Mar 2014,16,1594,110,945,2666,649,57,169,1791,2666
951,LTIM,Mar 2015,16,2010,218,734,2978,683,25,104,2166,2978
952,LTIM,Mar 2016,17,2108,55,958,3137,638,20,43,2437,3137
953,LTIM,Mar 2017,17,3127,0,1273,4417,542,1,941,2934,4417
954,LTIM,Mar 2018,17,3843,0,1477,5337,681,7,1264,3385,5337
955,LTIM,Mar 2019,17,4876,0,1770,6664,930,12,1740,3982,6664
956,LTIM,Mar 2020,17,5387,912,2499,8815,1920,59,2219,4617,8815
957,LTIM,Mar 2021,18,7286,798,2604,10706,1906,66,3730,5004,10706
958,LTIM,Mar 2022,30,14258,258,6027,20572,3473,503,6048,10548,20572
959,LTIM,Mar 2023,30,16562,1541,5348,23481,3679,902,5458,13442,23481
960,LTIM,Mar 2024,30,19988,2071,5456,27544,4981,551,8744,13269,27544
961,LTIM,Sep 2024,30,21045,2326,5361,28761,5450,498,9664,13149,28761
962,LT,Mar 2013,16,1323,234,756,2328,699,142,49,1438,2328
963,LT,Mar 2014,16,1594,110,945,2666,649,57,169,1791,2666
964,LT,Mar 2015,16,2010,218,734,2978,683,25,104,2166,2978
965,LT,Mar 2016,17,2108,55,958,3137,638,20,43,2437,3137
966,LT,Mar 2017,17,3127,0,1273,4417,542,1,941,2934,4417
967,LT,Mar 2018,17,3843,0,1477,5337,681,7,1264,3385,5337
968,LT,Mar 2019,17,4876,0,1770,6664,930,12,1740,3982,6664
969,LT,Mar 2020,17,5387,912,2499,8815,1920,59,2219,4617,8815
970,LT,Mar 2021,18,7286,798,2604,10706,1906,66,3730,5004,10706
971,LT,Mar 2022,30,14258,258,6027,20572,3473,503,6048,10548,20572
972,LT,Mar 2023,30,16562,1541,5348,23481,3679,902,5458,13442,23481
973,LT,Mar 2024,30,19988,2071,5456,27544,4981,551,8744,13269,27544
974,LT,Sep 2024,30,21045,2326,5361,28761,5450,498,9664,13149,28761
975,LODHA,Mar 2011,108,636,5596,3138,9478,991,159,376,7951,9478
976,LODHA,Mar 2012,108,1018,4259,3883,9268,971,112,181,8003,9268
977,LODHA,Mar 2015,108,3186,11852,12752,27998,2290,4,595,25008,27998
978,LODHA,Mar 2016,108,3865,13835,13173,30981,1899,176,611,28295,30981
979,LODHA,Mar 2017,113,3920,16183,13715,33931,1753,109,1180,30888,33931
980,LODHA,Mar 2018,396,4756,22616,12483,40251,2197,6,1384,36664,40251
981,LODHA,Mar 2019,396,3445,25641,20382,49864,2139,6,1405,46314,49864
982,LODHA,Mar 2020,396,4156,18423,17717,40693,2021,6,1553,37112,40693
983,LODHA,Mar 2021,396,4203,18193,16516,39308,1946,6,1579,35776,39308
984,LODHA,Mar 2022,482,11624,11537,14763,38404,1923,0,574,35908,38404
985,LODHA,Mar 2023,482,12181,9060,17399,39122,1828,0,246,37048,39122
986,LODHA,Mar 2024,994,16475,7698,22031,47198,1169,4,2500,43524,47198
987,LODHA,Sep 2024,995,17189,7990,21211,47385,1264,0,1460,44661,47385
988,LICI,Mar 2019,100,710,269401,3157039,3427249,25194,710,2900287,501059,3427249
989,LICI,Mar 2020,100,902,253414,3245419,3499834,28216,734,2976100,494784,3499834
990,LICI,Mar 2021,100,6784,4,3822637,3829524,17723,148,3517445,294208,3829524
991,LICI,Mar 2022,6325,5013,1,4242719,4254059,17770,199,3926212,309878,4254059
992,LICI,Mar 2023,6325,39908,0,4532258,4578491,20473,331,4243008,314678,4578491
993,LICI,Mar 2024,6325,76422,0,5233300,5316047,20667,403,4976133,318844,5316047
994,LICI,Sep 2024,6325,91312,10,5621474,5719121,4197,0,5413779,301145,5719121
995,KOTAKBANK,Mar 2013,373,14894,85561,15006,115835,620,0,40907,74308,115835
996,KOTAKBANK,Mar 2014,385,18699,85937,17176,122197,1264,0,38791,82142,122197
997,KOTAKBANK,Mar 2015,386,21770,104258,22049,148464,1385,0,45589,101490,148464
998,KOTAKBANK,Mar 2016,917,32447,179679,27761,240804,1761,0,70274,168769,240804
999,KOTAKBANK,Mar 2017,920,37572,205230,32465,276188,1759,0,68462,205967,276188
1000,KOTAKBANK,Mar 2018,953,49535,249840,37392,337720,2543,0,90977,244201,337720
1001,KOTAKBANK,Mar 2019,954,56827,291763,45626,395171,2697,0,103487,288987,395171
1002,KOTAKBANK,Mar 2020,957,65680,326477,50059,443173,2675,0,111197,329301,443173
1003,KOTAKBANK,Mar 2021,991,83348,327110,67405,478854,2554,0,156946,319355,478854
1004,KOTAKBANK,Mar 2022,992,95673,365747,84086,546498,2723,0,164529,379245,546498
1005,KOTAKBANK,Mar 2023,993,110821,418807,89809,620430,3075,0,195338,422017,620430
1006,KOTAKBANK,Mar 2024,994,128978,520374,117321,767667,3510,0,246446,517711,767667
1007,JSWSTEEL,Mar 2013,284,16781,21625,18823,57513,34717,5898,1750,15148,57513
1008,JSWSTEEL,Mar 2014,303,20871,35527,20939,77640,47046,9400,663,20531,77640
1009,JSWSTEEL,Mar 2015,303,21987,38754,24610,85654,52176,8265,599,24613,85654
1010,JSWSTEEL,Mar 2016,301,18665,42204,20737,81907,56140,7271,1195,17302,81907
1011,JSWSTEEL,Mar 2017,301,22346,43334,22024,88005,58730,4363,1366,23546,88005
1012,JSWSTEEL,Mar 2018,302,27696,39393,24579,91970,57848,5950,1469,26703,91970
1013,JSWSTEEL,Mar 2019,301,34494,47396,32606,114797,62644,11889,1894,38370,114797
1014,JSWSTEEL,Mar 2020,301,36298,61423,33798,131820,62085,27191,1259,41285,131820
1015,JSWSTEEL,Mar 2021,302,46462,62392,39161,148317,64917,32566,8581,42253,148317
1016,JSWSTEEL,Mar 2022,301,66996,72237,56951,196485,99880,16905,4940,74760,196485
1017,JSWSTEEL,Mar 2023,301,65394,80853,63991,210539,104452,22166,4806,79115,210539
1018,JSWSTEEL,Mar 2024,305,77364,87984,62245,227898,112461,29676,7246,78515,227898
1019,JSWSTEEL,Sep 2024,305,79361,95258,58244,233168,114294,29555,10740,78579,233168
1020,JSWENERGY,Mar 2013,1640,4564,10377,3798,20378,13925,977,955,4521,20378
1021,JSWENERGY,Mar 2014,1640,4931,10106,2567,19244,13635,615,888,4107,19244
1022,JSWENERGY,Mar 2015,1640,5878,9294,2608,19420,13191,454,1619,4157,19420
1023,JSWENERGY,Mar 2016,1627,8077,14862,3973,28539,20298,321,1012,6908,28539
1024,JSWENERGY,Mar 2017,1628,8741,14349,3672,28389,19491,531,1579,6789,28389
1025,JSWENERGY,Mar 2018,1640,9470,11883,3728,26721,18877,294,2415,5135,26721
1026,JSWENERGY,Mar 2019,1641,10181,10555,3549,25926,17825,400,2451,5251,25926
1027,JSWENERGY,Mar 2020,1642,10004,9840,3445,24931,16713,391,1854,5974,24931
1028,JSWENERGY,Mar 2021,1642,12865,8371,3328,26207,15637,473,4052,6045,26207
1029,JSWENERGY,Mar 2022,1640,15775,8943,4157,30514,14831,2091,6623,6970,30514
1030,JSWENERGY,Mar 2023,1641,16988,25051,4737,48417,25020,4788,6033,12576,48417
1031,JSWENERGY,Mar 2024,1641,19191,31573,5362,57767,28946,10285,7035,11501,57767
1032,JSWENERGY,Sep 2024,1745,26226,30853,6108,64932,31573,10410,10101,12847,64932
1033,JIOFIN,Mar 2023,2,114118,743,66,114930,158,38,108141,6593,114930
1034,JIOFIN,Mar 2024,6353,132794,0,5715,144863,172,3,133292,11395,144863
1035,JIOFIN,Sep 2024,6353,130791,0,7078,144222,171,0,137439,6613,144222
1036,JINDALSTEL,Mar 2013,93,21159,24618,11202,57073,19429,19230,809,17605,57073
1037,JINDALSTEL,Mar 2014,91,22519,36368,9935,68913,34989,17811,342,15771,68913
1038,JINDALSTEL,Mar 2015,91,20951,45501,8994,75537,46643,9073,1785,18035,75537
1039,JINDALSTEL,Mar 2016,91,32345,46797,13166,92398,65038,11827,392,15142,92398
1040,JINDALSTEL,Mar 2017,92,29959,45850,14674,90575,65932,9716,368,14559,90575
1041,JINDALSTEL,Mar 2018,97,30288,42962,15884,89230,68450,4978,146,15657,89230
1042,JINDALSTEL,Mar 2019,97,31988,39559,17357,89001,69039,4027,150,15784,89001
1043,JINDALSTEL,Mar 2020,102,32035,36824,20780,89742,69381,3126,181,17055,89742
1044,JINDALSTEL,Mar 2021,102,31713,29910,16116,77840,54349,1712,1156,20624,77840
1045,JINDALSTEL,Mar 2022,101,35524,13502,27517,76644,45488,2538,470,28147,76644
1046,JINDALSTEL,Mar 2023,100,38606,13046,17674,69427,43542,7870,907,17108,69427
1047,JINDALSTEL,Mar 2024,100,44216,16472,17888,78676,48384,9611,819,19862,78676
1048,JINDALSTEL,Sep 2024,101,47240,17266,18163,82771,49332,12418,863,20158,82771
1049,PFC,Mar 2013,1320,22360,139473,6178,169330,75,0,27,169229,169330
1050,PFC,Mar 2014,1320,26202,159215,7582,194320,72,1,27,194220,194320
1051,PFC,Mar 2015,1320,31091,187795,8705,228912,102,2,528,228280,228912
1052,PFC,Mar 2016,1320,34708,200660,10531,247220,198,47,2230,244745,247220
1053,PFC,Mar 2017,2640,34205,202993,19700,259537,296,105,3145,255990,259537
1054,PFC,Mar 2018,2640,37194,441151,41546,522531,161,129,5493,516749,522531
1055,PFC,Mar 2019,2640,44481,539488,42260,628869,196,199,4604,623871,628869
1056,PFC,Mar 2020,2640,46760,596561,48560,694521,238,288,4404,689590,694521
1057,PFC,Mar 2021,2640,58127,659682,55257,775707,341,336,3499,771530,775707
1058,PFC,Mar 2022,2640,69036,660476,58848,791000,719,53,3774,786454,791000
1059,PFC,Mar 2023,2640,81518,751158,60796,896112,782,22,5973,889334,896112
1060,PFC,Mar 2024,3300,97847,861961,75770,1038877,764,39,10971,1027102,1038877
1061,PFC,Sep 2024,3300,106746,910447,82868,1103361,763,53,13219,1089326,1103361
1062,PIDILITIND,Mar 2013,51,1600,111,853,2616,646,428,294,1248,2616
1063,PIDILITIND,Mar 2014,51,1901,46,930,2928,729,458,260,1481,2928
1064,PIDILITIND,Mar 2015,51,2219,58,986,3315,978,462,370,1505,3315
1065,PIDILITIND,Mar 2016,51,2587,80,996,3714,1137,158,706,1713,3714
1066,PIDILITIND,Mar 2017,51,3420,98,1202,4770,1275,148,1443,1904,4770
1067,PIDILITIND,Mar 2018,51,3523,125,1500,5199,1342,228,1246,2383,5199
1068,PIDILITIND,Mar 2019,51,4097,113,1643,5904,1448,242,1548,2666,5904
1069,PIDILITIND,Mar 2020,51,4405,288,1779,6523,1807,259,1186,3270,6523
1070,PIDILITIND,Mar 2021,51,5542,331,2890,8814,4418,294,516,3586,8814
1071,PIDILITIND,Mar 2022,51,6353,416,2675,9494,4703,225,459,4107,9494
1072,PIDILITIND,Mar 2023,51,7161,391,2902,10505,4914,406,881,4304,10505
1073,PIDILITIND,Mar 2024,51,8356,382,3286,12076,5451,148,2235,4242,12076
1074,PIDILITIND,Sep 2024,51,8664,379,3662,12755,5499,161,2546,4550,12755
1075,PNB,Mar 2013,50,568,6695,342,7655,14,4,777,6860,7655
1076,PNB,Mar 2014,66,868,10108,498,11540,26,3,645,10865,11540
1077,PNB,Mar 2015,104,1475,16481,976,19035,40,18,1586,17392,19035
1078,PNB,Mar 2016,127,2019,26014,1511,29671,58,4,1622,27987,29671
1079,PNB,Mar 2017,166,5412,35497,1885,42960,58,2,3280,39620,42960
1080,PNB,Mar 2018,167,6402,53777,2673,63018,255,10,2413,60340,63018
1081,PNB,Mar 2019,167,7268,71859,4456,83750,102,5,4457,79185,83750
1082,PNB,Mar 2020,168,7779,67736,3191,78874,250,4,2048,76572,78874
1083,PNB,Mar 2021,168,8699,59394,3072,71333,181,2,2033,69117,71333
1084,PNB,Mar 2022,169,9632,52961,2888,65649,150,4,3472,62024,65649
1085,PNB,Mar 2023,169,10784,53621,2231,66805,146,3,3188,63468,66805
1086,PNB,Mar 2024,260,14673,55017,2422,72371,206,15,4345,67804,72371
1087,PNB,Mar 2013,50,568,6695,342,7655,14,4,777,6860,7655
1088,PNB,Mar 2014,66,868,10108,498,11540,26,3,645,10865,11540
1089,PNB,Mar 2015,104,1475,16481,976,19035,40,18,1586,17392,19035
1090,PNB,Mar 2016,127,2019,26014,1511,29671,58,4,1622,27987,29671
1091,PNB,Mar 2017,166,5412,35497,1885,42960,58,2,3280,39620,42960
1092,PNB,Mar 2018,167,6402,53777,2673,63018,255,10,2413,60340,63018
1093,PNB,Mar 2019,167,7268,71859,4456,83750,102,5,4457,79185,83750
1094,PNB,Mar 2020,168,7779,67736,3191,78874,250,4,2048,76572,78874
1095,PNB,Mar 2021,168,8699,59394,3072,71333,181,2,2033,69117,71333
1096,PNB,Mar 2022,169,9632,52961,2888,65649,150,4,3472,62024,65649
1097,PNB,Mar 2023,169,10784,53621,2231,66805,146,3,3188,63468,66805
1098,PNB,Mar 2024,260,14673,55017,2422,72371,206,15,4345,67804,72371
1099,PNB,Mar 2013,50,568,6695,342,7655,14,4,777,6860,7655
1100,PNB,Mar 2014,66,868,10108,498,11540,26,3,645,10865,11540
1101,PNB,Mar 2015,104,1475,16481,976,19035,40,18,1586,17392,19035
1102,PNB,Mar 2016,127,2019,26014,1511,29671,58,4,1622,27987,29671
1103,PNB,Mar 2017,166,5412,35497,1885,42960,58,2,3280,39620,42960
1104,PNB,Mar 2018,167,6402,53777,2673,63018,255,10,2413,60340,63018
1105,PNB,Mar 2019,167,7268,71859,4456,83750,102,5,4457,79185,83750
1106,PNB,Mar 2020,168,7779,67736,3191,78874,250,4,2048,76572,78874
1107,PNB,Mar 2021,168,8699,59394,3072,71333,181,2,2033,69117,71333
1108,PNB,Mar 2022,169,9632,52961,2888,65649,150,4,3472,62024,65649
1109,PNB,Mar 2023,169,10784,53621,2231,66805,146,3,3188,63468,66805
1110,PNB,Mar 2024,260,14673,55017,2422,72371,206,15,4345,67804,72371
1111,PNB,Mar 2013,50,568,6695,342,7655,14,4,777,6860,7655
1112,PNB,Mar 2014,66,868,10108,498,11540,26,3,645,10865,11540
1113,PNB,Mar 2015,104,1475,16481,976,19035,40,18,1586,17392,19035
1114,PNB,Mar 2016,127,2019,26014,1511,29671,58,4,1622,27987,29671
1115,PNB,Mar 2017,166,5412,35497,1885,42960,58,2,3280,39620,42960
1116,PNB,Mar 2018,167,6402,53777,2673,63018,255,10,2413,60340,63018
1117,PNB,Mar 2019,167,7268,71859,4456,83750,102,5,4457,79185,83750
1118,PNB,Mar 2020,168,7779,67736,3191,78874,250,4,2048,76572,78874
1119,PNB,Mar 2021,168,8699,59394,3072,71333,181,2,2033,69117,71333
1120,PNB,Mar 2022,169,9632,52961,2888,65649,150,4,3472,62024,65649
1121,PNB,Mar 2023,169,10784,53621,2231,66805,146,3,3188,63468,66805
1122,PNB,Mar 2024,260,14673,55017,2422,72371,206,15,4345,67804,72371
1123,PNB,Mar 2013,50,568,6695,342,7655,14,4,777,6860,7655
1124,PNB,Mar 2014,66,868,10108,498,11540,26,3,645,10865,11540
1125,PNB,Mar 2015,104,1475,16481,976,19035,40,18,1586,17392,19035
1126,PNB,Mar 2016,127,2019,26014,1511,29671,58,4,1622,27987,29671
1127,PNB,Mar 2017,166,5412,35497,1885,42960,58,2,3280,39620,42960
1128,PNB,Mar 2018,167,6402,53777,2673,63018,255,10,2413,60340,63018
1129,PNB,Mar 2019,167,7268,71859,4456,83750,102,5,4457,79185,83750
1130,PNB,Mar 2020,168,7779,67736,3191,78874,250,4,2048,76572,78874
1131,PNB,Mar 2021,168,8699,59394,3072,71333,181,2,2033,69117,71333
1132,PNB,Mar 2022,169,9632,52961,2888,65649,150,4,3472,62024,65649
1133,PNB,Mar 2023,169,10784,53621,2231,66805,146,3,3188,63468,66805
1134,PNB,Mar 2024,260,14673,55017,2422,72371,206,15,4345,67804,72371
1135,POWERGRID,Mar 2013,4630,21773,69233,17748,113384,62568,35265,586,14964,113384
1136,POWERGRID,Mar 2014,5232,29466,84220,22562,141480,74252,50069,423,16736,141480
1137,POWERGRID,Mar 2015,5232,33207,96243,26102,160784,91191,53681,220,15693,160784
1138,POWERGRID,Mar 2016,5232,38738,108545,26797,179312,115094,45611,919,17688,179312
1139,POWERGRID,Mar 2017,5232,44634,118988,26809,195662,137678,38264,1165,18555,195662
1140,POWERGRID,Mar 2018,5232,49194,131503,39425,225354,156198,37669,1224,30264,225354
1141,POWERGRID,Mar 2019,5232,53857,146376,41916,247380,172740,37631,1296,35713,247380
1142,POWERGRID,Mar 2020,5232,59464,148270,43706,256671,181112,35177,1431,38951,256671
1143,POWERGRID,Mar 2021,5232,64704,143232,42539,255708,183726,24838,1486,45659,255708
1144,POWERGRID,Mar 2022,6975,69272,134696,40008,250950,191773,12854,3788,42536,250950
1145,POWERGRID,Mar 2023,6975,76051,128584,40615,252225,185437,13772,3489,49527,252225
1146,POWERGRID,Mar 2024,9301,77845,123516,40168,250829,177761,18197,4163,50708,250829
1147,POWERGRID,Sep 2024,9301,82760,122568,40668,255297,174178,23767,3410,53941,255297
1148,POWERGRID,Mar 2013,4630,21773,69233,17748,113384,62568,35265,586,14964,113384
1149,POWERGRID,Mar 2014,5232,29466,84220,22562,141480,74252,50069,423,16736,141480
1150,POWERGRID,Mar 2015,5232,33207,96243,26102,160784,91191,53681,220,15693,160784
1151,POWERGRID,Mar 2016,5232,38738,108545,26797,179312,115094,45611,919,17688,179312
1152,POWERGRID,Mar 2017,5232,44634,118988,26809,195662,137678,38264,1165,18555,195662
1153,POWERGRID,Mar 2018,5232,49194,131503,39425,225354,156198,37669,1224,30264,225354
1154,POWERGRID,Mar 2019,5232,53857,146376,41916,247380,172740,37631,1296,35713,247380
1155,POWERGRID,Mar 2020,5232,59464,148270,43706,256671,181112,35177,1431,38951,256671
1156,POWERGRID,Mar 2021,5232,64704,143232,42539,255708,183726,24838,1486,45659,255708
1157,POWERGRID,Mar 2022,6975,69272,134696,40008,250950,191773,12854,3788,42536,250950
1158,POWERGRID,Mar 2023,6975,76051,128584,40615,252225,185437,13772,3489,49527,252225
1159,POWERGRID,Mar 2024,9301,77845,123516,40168,250829,177761,18197,4163,50708,250829
1160,POWERGRID,Sep 2024,9301,82760,122568,40668,255297,174178,23767,3410,53941,255297
1161,RECLTD,Mar 2013,987,16543,107762,5277,130570,72,9,638,129851,130570
1162,RECLTD,Mar 2014,987,19816,126173,5968,152944,73,10,1690,151170,152944
1163,RECLTD,Mar 2015,987,24085,150979,7404,183456,110,10,1596,181740,183456
1164,RECLTD,Mar 2016,987,27906,169212,8840,206945,254,78,2352,204261,206945
1165,RECLTD,Mar 2017,1975,31696,167852,8723,210245,355,166,2617,207108,210245
1166,RECLTD,Mar 2018,1975,30613,204367,5416,242370,132,129,2948,239162,242370
1167,RECLTD,Mar 2019,1975,32571,244249,19659,298454,165,199,2463,295627,298454
1168,RECLTD,Mar 2020,1975,33422,286289,25345,347030,166,288,2386,344190,347030
1169,RECLTD,Mar 2021,1975,41789,329723,27380,400867,267,336,1981,398282,400867
1170,RECLTD,Mar 2022,1975,49339,333043,26503,410860,628,6,2190,408035,410860
1171,RECLTD,Mar 2023,2633,55487,380790,26592,465503,641,3,3170,461689,465503
1172,RECLTD,Mar 2024,2633,66717,445568,33273,548191,632,24,5352,542184,548191
1173,RECLTD,Sep 2024,2633,70877,483617,38100,595227,622,49,6790,587766,595227
1174,RELIANCE,Mar 2013,2936,179119,107219,73083,362357,133487,49952,42848,136070,362357
1175,RELIANCE,Mar 2014,2940,195747,138761,91395,428843,141417,91494,60602,135330,428843
1176,RELIANCE,Mar 2015,2943,215556,168251,117736,504486,156458,166462,76451,105115,504486
1177,RELIANCE,Mar 2016,2948,228608,194714,172727,598997,184910,228697,84015,101375,598997
1178,RELIANCE,Mar 2017,2959,260750,217475,225618,706802,198526,324837,82899,100540,706802
1179,RELIANCE,Mar 2018,5922,287584,239843,277924,811273,403885,187022,82862,137504,811273
1180,RELIANCE,Mar 2019,5926,381186,307714,302804,997630,398374,179463,235635,184158,997630
1181,RELIANCE,Mar 2020,6339,442827,355133,358716,1163015,532658,109106,276767,244484,1163015
1182,RELIANCE,Mar 2021,6445,693727,278962,340931,1320065,541258,125953,364828,288026,1320065
1183,RELIANCE,Mar 2022,6765,772720,319158,399979,1498622,627798,172506,394264,304054,1498622
